ticker,exchange_code,finnhub_symbol,asset_type,name_en
AIQ,NASDAQ,AIQ,ETF,Global X Artificial Intelligence & Technology ETF
AIQD,NYSE_ARCA,AIQD,ETF,MicroSectors -3? Short Artificial Intelligence (AI) ETNs
AIQU,NYSE_ARCA,AIQU,ETF,MicroSectors 3? Long Artificial Intelligence (AI) ETNs
AIR,NYSE,AIR,STOCK,AAR Corp. Common Stock
AIRE,NASDAQ,AIRE,STOCK,reAlpha Tech Corp. - Common Stock
AIRG,NASDAQ,AIRG,STOCK,"Airgain, Inc. - Common Stock"
AIRI,NYSE_AMERICAN,AIRI,STOCK,Air Industries Group Common Stock
AIRJ,NASDAQ,AIRJ,STOCK,AirJoule Technologies Corporation - Class A Common Stock
AIRO,NASDAQ,AIRO,STOCK,"AIRO Group Holdings, Inc. - Common Stock"
AIRR,NASDAQ,AIRR,ETF,First Trust RBA American Industrial Renaissance ETF
AIRS,NASDAQ,AIRS,STOCK,"AirSculpt Technologies, Inc. - Common Stock"
AIRT,NASDAQ,AIRT,STOCK,"Air T, Inc. - Common Stock"
AIRTP,NASDAQ,AIRTP,STOCK,"Air T, Inc. - Trust Preferred Securities"
AIS,NYSE_ARCA,AIS,ETF,VistaShares Artificial Intelligence Supercycle ETF
AISP,NASDAQ,AISP,STOCK,"Airship AI Holdings, Inc - Class A Common Stock"
AIT,NYSE,AIT,STOCK,"Applied Industrial Technologies, Inc. Common Stock"
AIUP,NYSE_ARCA,AIUP,ETF,FINQ FIRST U.S. Large Cap AI-Managed Equity ETF
AIV,NYSE,AIV,STOCK,Apartment Investment and Management Company Common Stock
AIVC,NYSE_ARCA,AIVC,ETF,Amplify Bloomberg AI Equal Weight ETF
AIVI,NYSE_ARCA,AIVI,ETF,WisdomTree International AI Enhanced Value Fund
AIVL,NYSE_ARCA,AIVL,ETF,WisdomTree U.S. AI Enhanced Value Fund
AIXC,NASDAQ,AIXC,STOCK,"AIxCrypto Holdings, Inc. - Common Stock"
AIXI,NASDAQ,AIXI,STOCK,XIAO-I Corporation - American Depositary Shares
AIYY,NYSE_ARCA,AIYY,ETF,YieldMax AI Option Income Strategy ETF
AIZ,NYSE,AIZ,STOCK,"Assurant, Inc. Common Stock"
AIZN,NYSE,AIZN,STOCK,"Assurant, Inc. 5.25% Subordinated Notes due 2061"
AJAN,BATS,AJAN,ETF,Innovator Equity Defined Protection ETF - 2 Yr to January 2028
AJG,NYSE,AJG,STOCK,Arthur J. Gallagher & Co. Common Stock
AJUL,BATS,AJUL,ETF,Innovator Equity Defined Protection ETF - 2 Yr to July 2026
AKA,NYSE,AKA,STOCK,a.k.a. Brands Holding Corp. Common Stock
AKAF,NYSE,AKAF,ETF,The Frontier Economic Fund
AKAM,NASDAQ,AKAM,STOCK,"Akamai Technologies, Inc. - Common Stock"
AKAN,NASDAQ,AKAN,STOCK,Akanda Corp. - Common Shares
AKBA,NASDAQ,AKBA,STOCK,"Akebia Therapeutics, Inc. - Common Stock"
AKO.A,NYSE,AKO.A,STOCK,Embotelladora Andina S.A. Common Stock
AKO.B,NYSE,AKO.B,STOCK,Embotelladora Andina S.A. Common Stock
AKR,NYSE,AKR,STOCK,Acadia Realty Trust Common Stock
AKRE,NYSE_ARCA,AKRE,ETF,Akre Focus ETF
AKTS,NASDAQ,AKTS,STOCK,"Aktis Oncology, Inc. - Common stock"
AKTX,NASDAQ,AKTX,STOCK,Akari Therapeutics Plc - American Depositary Shares
ALAB,NASDAQ,ALAB,STOCK,"Astera Labs, Inc. - Common Stock"
ALAI,NYSE_ARCA,ALAI,ETF,Alger AI Enablers & Adopters ETF
ALAR,NASDAQ,ALAR,STOCK,Alarum Technologies Ltd. - American Depositary Shares
ALB,NYSE,ALB,STOCK,Albemarle Corporation Common Stock
ALBG,NASDAQ,ALBG,ETF,Leverage Shares 2X Long ALB Daily ETF
ALBT,NASDAQ,ALBT,STOCK,Avalon GloboCare Corp. - Common Stock
ALC,NYSE,ALC,STOCK,Alcon Inc. Ordinary Shares
ALCO,NASDAQ,ALCO,STOCK,"Alico, Inc. - Common Stock"
ALDB,BATS,ALDB,ETF,Aptus Laddered Deep Buffer ETF
ALDF,NASDAQ,ALDF,STOCK,Aldel Financial II Inc. - Class A Ordinary Shares
ALDX,NASDAQ,ALDX,STOCK,"Aldeyra Therapeutics, Inc. - Common Stock"
ALEC,NASDAQ,ALEC,STOCK,"Alector, Inc. - Common Stock"
ALF,NASDAQ,ALF,STOCK,Centurion Acquisition Corp. - Class A Ordinary Shares
ALG,NYSE,ALG,STOCK,"Alamo Group, Inc. Common Stock"
ALGM,NASDAQ,ALGM,STOCK,"Allegro MicroSystems, Inc. - Common Stock"
ALGN,NASDAQ,ALGN,STOCK,"Align Technology, Inc. - Common Stock"
ALGS,NASDAQ,ALGS,STOCK,"Aligos Therapeutics, Inc. - Common stock"
ALGT,NASDAQ,ALGT,STOCK,Allegiant Travel Company - Common Stock
ALH,NYSE,ALH,STOCK,Alliance Laundry Holdings Inc. Common Stock
ALHC,NASDAQ,ALHC,STOCK,"Alignment Healthcare, Inc. - Common Stock"
ALIL,NASDAQ,ALIL,ETF,Argent Focused Small Cap ETF
ALIS,NASDAQ,ALIS,STOCK,Calisa Acquisition Corp - Ordinary shares
ALIT,NYSE,ALIT,STOCK,"Alight, Inc. Class A Common Stock"
ALK,NYSE,ALK,STOCK,"Alaska Air Group, Inc. Common Stock"
ALKS,NASDAQ,ALKS,STOCK,Alkermes plc - Ordinary Shares
ALKT,NASDAQ,ALKT,STOCK,"Alkami Technology, Inc. - Common Stock"
ALL,NYSE,ALL,STOCK,Allstate Corporation (The) Common Stock
ALLE,NYSE,ALLE,STOCK,Allegion plc Ordinary Shares
ALLO,NASDAQ,ALLO,STOCK,"Allogene Therapeutics, Inc. - Common Stock"
ALLR,NASDAQ,ALLR,STOCK,"Allarity Therapeutics, Inc. - Common stock"
ALLT,NASDAQ,ALLT,STOCK,Allot Ltd. - Ordinary Shares
ALLW,NASDAQ,ALLW,ETF,State Street Bridgewater All Weather ETF
ALLY,NYSE,ALLY,STOCK,Ally Financial Inc. Common Stock
ALM,NASDAQ,ALM,STOCK,Almonty Industries Inc. - Common Shares
ALMR,NASDAQ,ALMR,STOCK,"Alamar Biosciences, Inc. - Class A common stock"
ALMS,NASDAQ,ALMS,STOCK,Alumis Inc. - Common Stock
ALMU,NASDAQ,ALMU,STOCK,"Aeluma, Inc. - Common Stock"
ALNT,NASDAQ,ALNT,STOCK,Allient Inc. - Common Stock
ALNY,NASDAQ,ALNY,STOCK,"Alnylam Pharmaceuticals, Inc. - Common Stock"
ALOT,NASDAQ,ALOT,STOCK,"AstroNova, Inc. - Common Stock"
ALOV,NASDAQ,ALOV,STOCK,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares"
ALOY,NASDAQ,ALOY,STOCK,REalloys Inc. - Common Stock
ALP,NASDAQ,ALP,STOCK,Alpha Compute Corp  - Common Stock
ALPS,NASDAQ,ALPS,STOCK,ALPS Group Inc - Ordinary Share
ALRG,NYSE_ARCA,ALRG,ETF,Allspring LT Large Core ETF
ALRM,NASDAQ,ALRM,STOCK,"Alarm.com Holdings, Inc. - Common Stock"
ALRS,NASDAQ,ALRS,STOCK,Alerus Financial Corporation - Common Stock
ALSN,NYSE,ALSN,STOCK,"Allison Transmission Holdings, Inc. Common Stock"
ALT,NASDAQ,ALT,STOCK,"Altimmune, Inc. - Common Stock"
ALTG,NYSE,ALTG,STOCK,Alta Equipment Group Inc. Class A Common Stock
ALTI,NASDAQ,ALTI,STOCK,"AlTi Global, Inc. - Class A Common Stock"
ALTL,NYSE_ARCA,ALTL,ETF,Pacer Lunt Large Cap Alternator ETF
ALTO,NASDAQ,ALTO,STOCK,"Alto Ingredients, Inc. - Common Stock"
ALTY,NASDAQ,ALTY,ETF,Global X Alternative Income ETF
ALUB,NYSE,ALUB,STOCK,Alussa Energy Acquisition Corp. II Class A Ordinary Shares
ALV,NYSE,ALV,STOCK,"Autoliv, Inc. Common Stock"
ALVO,NASDAQ,ALVO,STOCK,Alvotech - Ordinary Shares
ALX,NYSE,ALX,STOCK,"Alexander's, Inc. Common Stock"
ALXO,NASDAQ,ALXO,STOCK,ALX Oncology Holdings Inc. - Common Stock
ALZN,NASDAQ,ALZN,STOCK,"Alzamend Neuro, Inc. - Common Stock"
AM,NYSE,AM,STOCK,Antero Midstream Corporation Common Stock
AMA,NASDAQ,AMA,ETF,Defiance Daily Target 2X Long AMAT ETF
AMAL,NASDAQ,AMAL,STOCK,Amalgamated Financial Corp. - Common Stock
AMAN,NASDAQ,AMAN,STOCK,Amanat Acquisition Corp - Class A Ordinary Shares
AMAT,NASDAQ,AMAT,STOCK,"Applied Materials, Inc. - Common Stock"
AMAU,BATS,AMAU,ETF,Leverage Shares 2X Long AMAT Daily ETF
AMAX,NYSE_ARCA,AMAX,ETF,Adaptive Hedged Multi-Asset Income ETF
AMBA,NASDAQ,AMBA,STOCK,"Ambarella, Inc. - Ordinary Shares"
AMBO,NYSE_AMERICAN,AMBO,STOCK,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares)
AMBP,NYSE,AMBP,STOCK,Ardagh Metal Packaging S.A. Ordinary Shares
AMBQ,NYSE,AMBQ,STOCK,"Ambiq Micro, Inc. Common Stock"
AMBR,NASDAQ,AMBR,STOCK,Amber International Holding Limited - American Depositary Shares
AMC,NYSE,AMC,STOCK,"AMC Entertainment Holdings, Inc. Class A Common Stock"
AMCI,NASDAQ,AMCI,STOCK,AMC Robotics Corporation - Common Stock
AMCR,NYSE,AMCR,STOCK,Amcor plc Ordinary Shares
AMCX,NASDAQ,AMCX,STOCK,AMC Global Media Inc. - Class A Common Stock
AMD,NASDAQ,AMD,STOCK,"Advanced Micro Devices, Inc. - Common Stock"
AMDD,NASDAQ,AMDD,ETF,Direxion Daily AMD Bear 1X ETF
AMDG,NASDAQ,AMDG,ETF,Leverage Shares 2X Long AMD Daily ETF
AMDL,NASDAQ,AMDL,ETF,GraniteShares 2x Long AMD Daily ETF
AMDW,BATS,AMDW,ETF,Roundhill AMD WeeklyPay ETF
AMDY,NYSE_ARCA,AMDY,ETF,Yieldmax AMD Option Income Strategy ETF
AME,NYSE,AME,STOCK,"AMETEK, Inc."
AMG,NYSE,AMG,STOCK,"Affiliated Managers Group, Inc. Common Stock"
AMGN,NASDAQ,AMGN,STOCK,Amgen Inc. - Common Stock
AMH,NYSE,AMH,STOCK,American Homes 4 Rent Common Shares of Beneficial Interest
AMID,NASDAQ,AMID,ETF,Argent Mid Cap ETF
AMIX,NASDAQ,AMIX,STOCK,"Autonomix Medical, Inc. - Common Stock"
AMJB,NYSE_ARCA,AMJB,ETF,Alerian MLP Index ETN
AMKL,BATS,AMKL,ETF,Defiance Daily Target 2X Long AMKR ETF
AMKR,NASDAQ,AMKR,STOCK,"Amkor Technology, Inc. - Common Stock"
AMLP,NYSE_ARCA,AMLP,ETF,Alerian MLP ETF
AMLX,NASDAQ,AMLX,STOCK,"Amylyx Pharmaceuticals, Inc. - Common Stock"
AMN,NYSE,AMN,STOCK,AMN Healthcare Services Inc
AMOD,NASDAQ,AMOD,STOCK,"Alpha Modus Holdings, Inc. - Class A Common Stock"
AMOM,NYSE_ARCA,AMOM,ETF,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF
AMP,NYSE,AMP,STOCK,"Ameriprise Financial, Inc. Common Stock"
AMPG,NASDAQ,AMPG,STOCK,"Amplitech Group, Inc. - Common Stock"
AMPH,NASDAQ,AMPH,STOCK,"Amphastar Pharmaceuticals, Inc. - Common Stock"
AMPL,NASDAQ,AMPL,STOCK,"Amplitude, Inc. - Class A Common Stock"
AMPU,BATS,AMPU,ETF,Defiance Daily Target 2X Long AMPX ETF
AMPX,NYSE,AMPX,STOCK,"Amprius Technologies, Inc. Common Stock"
AMPY,NYSE,AMPY,STOCK,Amplify Energy Corp. Common Stock
AMR,NYSE,AMR,STOCK,"Alpha Metallurgical Resources, Inc. Common Stock"
AMRC,NYSE,AMRC,STOCK,"Ameresco, Inc. Class A Common Stock"
AMRN,NASDAQ,AMRN,STOCK,Amarin Corporation plc - American Depositary Shares
AMRX,NASDAQ,AMRX,STOCK,"Amneal Pharmaceuticals, Inc. - Class A Common Stock"
AMRZ,NYSE,AMRZ,STOCK,Amrize Ltd Ordinary Shares
AMS,NYSE_AMERICAN,AMS,STOCK,American Shared Hospital Services Common Stock
AMSC,NASDAQ,AMSC,STOCK,American Superconductor Corporation - Common Stock
AMSF,NASDAQ,AMSF,STOCK,"AMERISAFE, Inc. - Common Stock"
AMSS,NASDAQ,AMSS,STOCK,AMASS Brands Inc. - Common Stock
AMST,NASDAQ,AMST,STOCK,Amesite Inc. - Common Stock
AMT,NYSE,AMT,STOCK,American Tower Corporation (REIT) Common Stock
AMTB,NYSE,AMTB,STOCK,Amerant Bancorp Inc. Class A Common Stock
AMTD,NYSE,AMTD,STOCK,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares"
AMTM,NYSE,AMTM,STOCK,"Amentum Holdings, Inc. Common Stock"
AMTX,NASDAQ,AMTX,STOCK,"Aemetis, Inc - Common Stock"
AMUB,NYSE_ARCA,AMUB,STOCK,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042"
AMUN,NASDAQ,AMUN,ETF,abrdn Ultra Short Municipal Income Active ETF
AMUU,NASDAQ,AMUU,ETF,Direxion Daily AMD Bull 2X ETF
AMWL,NYSE,AMWL,STOCK,American Well Corporation Class A Common Stock
AMYY,NASDAQ,AMYY,ETF,GraniteShares YieldBOOST AMD ETF
AMZA,NYSE_ARCA,AMZA,ETF,InfraCap MLP ETF
AMZD,NASDAQ,AMZD,ETF,Direxion Daily AMZN Bear 1X ETF
AMZE,NYSE_AMERICAN,AMZE,STOCK,"Amaze Holdings, Inc. Common Stock"
AMZN,NASDAQ,AMZN,STOCK,"Amazon.com, Inc. - Common Stock"
AMZO,BATS,AMZO,ETF,Tradr 2X Short AMZN Daily ETF
AMZP,BATS,AMZP,ETF,Kurv Yield Premium Strategy Amazon (AMZN) ETF
AMZU,NASDAQ,AMZU,ETF,Direxion Daily AMZN Bull 2X ETF
AMZW,BATS,AMZW,ETF,Roundhill AMZN WeeklyPay ETF
AMZY,NYSE_ARCA,AMZY,ETF,YieldMax AMZN Option Income Strategy ETF
AMZZ,NASDAQ,AMZZ,ETF,GraniteShares 2x Long AMZN Daily ETF
AN,NYSE,AN,STOCK,"AutoNation, Inc. Common Stock"
ANAB,NASDAQ,ANAB,STOCK,"AnaptysBio, Inc. - Common Stock"
ANDE,NASDAQ,ANDE,STOCK,"The Andersons, Inc. - Common Stock"
ANDG,NYSE,ANDG,STOCK,Andersen Group Inc. Class A Common Stock
ANEL,NASDAQ,ANEL,ETF,Defiance Daily Target 2x Long ANET ETF
ANET,NYSE,ANET,STOCK,"Arista Networks, Inc. Common Stock"
ANEW,NYSE_ARCA,ANEW,ETF,ProShares MSCI Transformational Changes ETF
ANF,NYSE,ANF,STOCK,Abercrombie & Fitch Company Common Stock
ANGH,NASDAQ,ANGH,STOCK,Anghami Inc. - Ordinary Shares
ANGI,NASDAQ,ANGI,STOCK,Angi Inc. - Class A Common Stock
ANGL,NASDAQ,ANGL,ETF,VanEck Fallen Angel High Yield Bond ETF
ANGO,NASDAQ,ANGO,STOCK,"AngioDynamics, Inc. - Common Stock"
ANGX,NYSE,ANGX,STOCK,"Angel Studios, Inc. Class A Common Stock"
ANIK,NASDAQ,ANIK,STOCK,Anika Therapeutics Inc. - Common Stock
ANIP,NASDAQ,ANIP,STOCK,"ANI Pharmaceuticals, Inc. - Common Stock"
ANIX,NASDAQ,ANIX,STOCK,"Anixa Biosciences, Inc. - Common Stock"
ANL,NASDAQ,ANL,STOCK,Adlai Nortye Ltd. - American Depositary Shares
ANNA,NASDAQ,ANNA,STOCK,"AleAnna, Inc. - Class A Common Stock"
ANNX,NASDAQ,ANNX,STOCK,"Annexon, Inc. - common stock"
ANPA,NASDAQ,ANPA,STOCK,Rich Sparkle Holdings Limited - Ordinary Shares
ANRO,NYSE,ANRO,STOCK,"Alto Neuroscience, Inc. Common Stock"
ANSC,NASDAQ,ANSC,STOCK,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares
ANTA,NASDAQ,ANTA,STOCK,Antalpha Platform Holding Company - Class A Ordinary Shares
ANTX,NASDAQ,ANTX,STOCK,"AN2 Therapeutics, Inc. - Common Stock"
ANV,NASDAQ,ANV,ETF,GraniteShares Autocallable NVDA ETF
ANVS,NYSE,ANVS,STOCK,"Annovis Bio, Inc. Common Stock"
ANY,NASDAQ,ANY,STOCK,Sphere 3D Corp. - Common Shares
AOA,NYSE_ARCA,AOA,ETF,iShares Core 80/20 Aggressive Allocation ETF
AOCT,BATS,AOCT,ETF,Innovator Equity Defined Protection ETF - 2 Yr to October 2026
AOD,NYSE,AOD,STOCK,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest
AOHY,NASDAQ,AOHY,ETF,Angel Oak High Yield Opportunities ETF
AOK,NYSE_ARCA,AOK,ETF,iShares Core 30/70 Conservative Allocation ETF
AOM,NYSE_ARCA,AOM,ETF,iShares Core 40/60 Moderate Allocation ETF
AOMD,NYSE,AOMD,STOCK,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030"
AOMN,NYSE,AOMN,STOCK,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029"
AOMR,NYSE,AOMR,STOCK,"Angel Oak Mortgage REIT, Inc. Common Stock"
AON,NYSE,AON,STOCK,Aon plc Class A Ordinary Shares (Ireland)
AOR,NYSE_ARCA,AOR,ETF,iShares Core 60/40 Balanced Allocation ETF
AORT,NYSE,AORT,STOCK,"Artivion, Inc. Common Stock"
AOS,NYSE,AOS,STOCK,A.O. Smith Corporation Common Stock
AOSL,NASDAQ,AOSL,STOCK,Alpha and Omega Semiconductor Limited - Common Shares
AOTG,NASDAQ,AOTG,ETF,AOT Growth and Innovation ETF
AOTS,NYSE_ARCA,AOTS,ETF,AOT Software Platform ETF
AOUT,NASDAQ,AOUT,STOCK,"American Outdoor Brands, Inc. - Common Stock"
AP,NYSE,AP,STOCK,Ampco-Pittsburgh Corporation Common Stock
APA,NASDAQ,APA,STOCK,APA Corporation - Common Stock
APAC,NASDAQ,APAC,STOCK,StoneBridge Acquisition II Corporation - Class A Ordinary Shares
APAM,NYSE,APAM,STOCK,Artisan Partners Asset Management Inc. Class A Common Stock
APC,NASDAQ,APC,STOCK,ARKO Petroleum Corp. - Class A Common Stock
APCB,NYSE_ARCA,APCB,ETF,ActivePassive Core Bond ETF
APD,NYSE,APD,STOCK,"Air Products and Chemicals, Inc. Common Stock"
APDB,BATS,APDB,ETF,Aptus April Deep Buffer ETF
APEI,NASDAQ,APEI,STOCK,"American Public Education, Inc. - Common Stock"
APG,NYSE,APG,STOCK,APi Group Corporation Common Stock
APGE,NASDAQ,APGE,STOCK,"Apogee Therapeutics, Inc. - Common Stock"
APH,NYSE,APH,STOCK,Amphenol Corporation Common Stock
APHU,BATS,APHU,ETF,T-REX 2X Long APH Daily Target ETF
API,NASDAQ,API,STOCK,"Agora, Inc. - ADS"
APIE,NYSE_ARCA,APIE,ETF,ActivePassive International Equity ETF
APLD,NASDAQ,APLD,STOCK,Applied Digital Corporation - Common Stock
APLE,NYSE,APLE,STOCK,"Apple Hospitality REIT, Inc. Common Shares"
APLM,NASDAQ,APLM,STOCK,Apollomics Inc. - Class A Ordinary Shares
APLU,NYSE_ARCA,APLU,ETF,Allspring Core Plus ETF
APLX,BATS,APLX,ETF,Tradr 2X Long APLD Daily ETF
APLY,NYSE_ARCA,APLY,ETF,YieldMax AAPL Option Income Strategy ETF
APLZ,BATS,APLZ,ETF,Tradr 2X Short APLD Daily ETF
APM,NASDAQ,APM,STOCK,Aptorum Group Limited - Class A Ordinary Shares
APMU,NYSE_ARCA,APMU,ETF,ActivePassive Intermediate Municipal Bond ETF
APO,NYSE,APO,STOCK,"Apollo Global Management, Inc. (New) Common Stock"
APOC,BATS,APOC,ETF,Innovator Equity Defined Protection ETF - 6mo Apr/Oct
APOG,NASDAQ,APOG,STOCK,"Apogee Enterprises, Inc. - Common Stock"
APOS,NYSE,APOS,STOCK,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053"
APP,NASDAQ,APP,STOCK,Applovin Corporation - Class A Common Stock
APPF,NASDAQ,APPF,STOCK,"AppFolio, Inc. - Class A Common Stock"
APPN,NASDAQ,APPN,STOCK,Appian Corporation - Class A Common Stock
APPS,NASDAQ,APPS,STOCK,"Digital Turbine, Inc. - Common Stock"
APPX,NASDAQ,APPX,ETF,Tradr 2X Long APP Daily ETF
APRB,BATS,APRB,ETF,Aptus April Buffer ETF
APRE,NASDAQ,APRE,STOCK,"Aprea Therapeutics, Inc. - Common Stock"
APRH,BATS,APRH,ETF,Innovator Premium Income 20 Barrier ETF - April
APRJ,BATS,APRJ,ETF,Innovator Premium Income 30 Barrier ETF - April
APRP,BATS,APRP,ETF,PGIM S&P 500 Buffer 12 ETF - April
APRT,BATS,APRT,ETF,AllianzIM U.S. Large Cap Buffer10 Apr ETF
APRW,BATS,APRW,ETF,AllianzIM U.S. Large Cap Buffer20 Apr ETF
APRZ,BATS,APRZ,ETF,TrueShares Structured Outcome (April) ETF
APT,NYSE_AMERICAN,APT,STOCK,"Alpha Pro Tech, Ltd. Common Stock"
APTV,NYSE,APTV,STOCK,Aptiv PLC Ordinary Shares
APUE,NYSE_ARCA,APUE,ETF,ActivePassive U.S. Equity ETF
APUR,NASDAQ,APUR,STOCK,Aperture AC - Class A Ordinary Shares
APUS,NYSE_AMERICAN,APUS,STOCK,"Apimeds Pharmaceuticals US, Inc. Common Stock"
APVO,NASDAQ,APVO,STOCK,Aptevo Therapeutics Inc. - Common Stock
APWC,NASDAQ,APWC,STOCK,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share"
APXM,BATS,APXM,ETF,FT Vest U.S. Equity Max Buffer ETF - April
APXT,NASDAQ,APXT,STOCK,Apex Treasury Corporation - Class A Ordinary Share
APYX,NASDAQ,APYX,STOCK,Apyx Medical Corporation - Common Stock
AQB,NASDAQ,AQB,STOCK,"AquaBounty Technologies, Inc. - Common Stock"
AQEC,BATS,AQEC,ETF,AQE Core ETF
AQLG,NASDAQ,AQLG,ETF,HCM Large Cap Growth ETF
AQLT,BATS,AQLT,ETF,iShares MSCI Global Quality Factor ETF
AQMS,NASDAQ,AQMS,STOCK,"Aqua Metals, Inc. - Common Stock"
AQN,NYSE,AQN,STOCK,Algonquin Power & Utilities Corp. Common Shares
AQNB,NYSE,AQNB,STOCK,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079"
AQST,NASDAQ,AQST,STOCK,"Aquestive Therapeutics, Inc. - Common Stock"
AQWA,NASDAQ,AQWA,ETF,Global X Clean Water ETF
AR,NYSE,AR,STOCK,Antero Resources Corporation Common Stock
ARAI,NASDAQ,ARAI,STOCK,Arrive AI Inc. - Common Stock
ARAY,NASDAQ,ARAY,STOCK,Accuray Incorporated - Common Stock
ARB,NYSE_ARCA,ARB,ETF,AltShares Merger Arbitrage ETF
ARBB,NASDAQ,ARBB,STOCK,ARB IOT Group Limited - Ordinary Shares
ARBE,NASDAQ,ARBE,STOCK,Arbe Robotics Ltd. - Ordinary Shares
ARBK,NASDAQ,ARBK,STOCK,Argo Blockchain plc - American Depositary Shares
ARCB,NASDAQ,ARCB,STOCK,ArcBest Corporation - Common Stock
ARCC,NASDAQ,ARCC,STOCK,Ares Capital Corporation - Closed End Fund
ARCI,NASDAQ,ARCI,STOCK,Archimedes Tech SPAC Partners III Co. - Ordinary Share
ARCL,NASDAQ,ARCL,STOCK,ARC Group Acquisition I Corp - Class A Ordinary Shares
ARCM,BATS,ARCM,ETF,Arrow Reserve Capital Management ETF
ARCO,NYSE,ARCO,STOCK,Arcos Dorados Holdings Inc. Class A Shares
ARCT,NASDAQ,ARCT,STOCK,Arcturus Therapeutics Holdings Inc. - Common Stock
ARCX,BATS,ARCX,ETF,Tradr 2X Long ACHR Daily ETF
ARDC,NYSE,ARDC,STOCK,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares"
ARDT,NYSE,ARDT,STOCK,"Ardent Health, Inc. Common Stock"
ARDX,NASDAQ,ARDX,STOCK,"Ardelyx, Inc. - Common Stock"
ARE,NYSE,ARE,STOCK,"Alexandria Real Estate Equities, Inc. Common Stock"
AREC,NASDAQ,AREC,STOCK,American Resources Corporation - Class A Common Stock
AREN,NYSE_AMERICAN,AREN,STOCK,"The Arena Group Holdings, Inc. Common Stock"
ARES,NYSE,ARES,STOCK,Ares Management Corporation Class A Common Stock
ARGT,NYSE_ARCA,ARGT,ETF,Global X MSCI Argentina ETF
ARGX,NASDAQ,ARGX,STOCK,argenx SE - American Depositary Shares
ARHS,NASDAQ,ARHS,STOCK,"Arhaus, Inc. - Class A Common Stock"
ARI,NYSE,ARI,STOCK,"Apollo Commercial Real Estate Finance, Inc"
ARIS,NYSE,ARIS,STOCK,Aris Mining Corporation Common Shares
ARKB,BATS,ARKB,ETF,ARK 21Shares Bitcoin ETF
ARKD,BATS,ARKD,ETF,ARK DIET Q1 Buffer ETF
ARKF,BATS,ARKF,ETF,ARK Blockchain & Fintech Innovation ETF
ARKG,BATS,ARKG,ETF,ARK Genomic Revolution ETF
ARKI,BATS,ARKI,ETF,ARK DIET Q2 Buffer ETF
ARKK,BATS,ARKK,ETF,ARK Innovation ETF
ARKO,NASDAQ,ARKO,STOCK,ARKO Corp. - Common Stock
ARKQ,BATS,ARKQ,ETF,ARK Autonomous Technology & Robotics ETF
ARKR,NASDAQ,ARKR,STOCK,Ark Restaurants Corp. - Common Stock
ARKT,BATS,ARKT,ETF,ARK DIET Q4 Buffer ETF
ARKW,BATS,ARKW,ETF,ARK Next Generation Internet ETF
ARKX,BATS,ARKX,ETF,ARK Space & Defense Innovation ETF
ARL,NYSE,ARL,STOCK,"American Realty Investors, Inc. Common Stock"
ARLI,BATS,ARLI,ETF,AllianzIM International Equity Buffer15 Uncapped Apr ETF
ARLO,NYSE,ARLO,STOCK,"Arlo Technologies, Inc. Common Stock"
ARLU,BATS,ARLU,ETF,AllianzIM U.S. Equity Buffer15 Uncapped Apr ETF
ARM,NASDAQ,ARM,STOCK,Arm Holdings plc - American Depositary Shares
ARMG,NASDAQ,ARMG,ETF,Leverage Shares 2X Long ARM Daily ETF
ARMH,NYSE_ARCA,ARMH,ETF,Arm Holdings PLC ADRhedged
ARMK,NYSE,ARMK,STOCK,Aramark Common Stock
ARMP,NYSE_AMERICAN,ARMP,STOCK,"Armata Pharmaceuticals, Inc. Common Stock"
ARMW,BATS,ARMW,ETF,Roundhill ARM WeeklyPay ETF
ARMY,NASDAQ,ARMY,ETF,Tema International Defense ETF
AROC,NYSE,AROC,STOCK,"Archrock, Inc. Common Stock"
AROW,NASDAQ,AROW,STOCK,Arrow Financial Corporation - Common Stock
ARP,NYSE_ARCA,ARP,ETF,PMV Adaptive Risk Parity ETF
ARQ,NASDAQ,ARQ,STOCK,"Arq, Inc. - Common Stock"
ARQQ,NASDAQ,ARQQ,STOCK,Arqit Quantum Inc. - Ordinary Shares
ARQT,NASDAQ,ARQT,STOCK,"Arcutis Biotherapeutics, Inc. - Common stock"
ARR,NYSE,ARR,STOCK,"ARMOUR Residential REIT, Inc."
ARRY,NASDAQ,ARRY,STOCK,"Array Technologies, Inc. - Common Stock"
ARTC,NASDAQ,ARTC,STOCK,Art Technology Acquisition Corp. - Class A Ordinary Shares
